No_of_Packet,Price_per_Packet,IDNo,Brand,Days_between_Purchase,Age,SEC,Income,Household_Sz,Price_Conscious,Education,Loyalty
1,2,1040,9,4,3,1,1,4,4,1,1
2,1,1040,3,7,3,1,1,4,4,1,2
1,2,1040,9,3,3,1,1,4,4,1,2
2,1,1040,3,2,3,1,1,4,4,1,2
3,1,1040,9,7,3,1,1,4,4,1,2
2,1,1040,3,5,3,1,1,4,4,1,2
2,1,1040,3,4,3,1,1,4,4,1,1
2,1,1040,9,10,3,1,1,4,4,1,2
1,1,1040,3,2,3,1,1,4,4,1,2
2,1,1040,9,6,3,1,1,4,4,1,2
2,1,1040,3,8,3,1,1,4,4,1,2
1,1,1040,9,7,3,1,1,4,4,1,2
1,2,1041,7,26,3,4,2,4,1,3,2
1,2,1041,9,20,3,4,2,4,1,3,2
2,2,1041,3,8,3,4,2,4,1,3,2
2,2,1041,9,20,3,4,2,4,1,3,2
1,2,1041,3,3,3,4,2,4,1,3,2
3,2,1041,3,5,3,4,2,4,1,3,1
3,2,1041,9,21,3,4,2,4,1,3,2
1,2,1041,3,60,3,4,2,4,1,3,2
1,2,1041,8,87,3,4,2,4,1,3,2
1,2,1041,9,14,3,4,2,4,1,3,2
1,2,1041,8,13,3,4,2,4,1,3,2
1,2,1041,2,14,3,4,2,4,1,3,2
1,2,1041,8,6,3,4,2,4,1,3,2
2,2,1041,8,12,3,4,2,4,1,3,1
1,2,1041,8,13,3,4,2,4,1,3,1
1,2,1041,8,13,3,4,2,4,1,3,1
1,2,1041,7,77,3,4,2,4,1,3,2
1,2,1041,8,16,3,4,2,4,1,3,2
1,2,1041,7,34,3,4,2,4,1,3,2
1,3,1041,2,34,3,4,2,4,1,3,2
1,2,1041,9,5,3,4,2,4,1,3,2
1,3,1041,8,5,3,4,2,4,1,3,2
1,2,1041,3,19,3,4,2,4,1,3,2
1,3,1041,7,14,3,4,2,4,1,3,2
2,2,1041,7,7,3,4,2,4,1,3,1
1,2,1041,8,20,3,4,2,4,1,3,2
1,2,1041,9,6,3,4,2,4,1,3,2
1,2,1041,7,2,3,4,2,4,1,3,2
3,2,1041,2,28,3,4,2,4,1,3,2
1,2,1041,7,9,3,4,2,4,1,3,2
1,2,1041,7,7,3,4,2,4,1,3,1
1,2,1041,7,7,3,4,2,4,1,3,1
3,1,1041,9,3,3,4,2,4,1,3,2
3,2,1041,8,9,3,4,2,4,1,3,2
2,2,1041,8,63,3,4,2,4,1,3,1
1,2,1041,9,63,3,4,2,4,1,3,2
1,2,1041,9,14,3,4,2,4,1,3,1
1,2,1041,8,20,3,4,2,4,1,3,2
1,2,1041,9,11,3,4,2,4,1,3,2
2,2,1041,7,7,3,4,2,4,1,3,2
1,2,1041,7,14,3,4,2,4,1,3,1
1,2,1041,5,14,3,4,2,4,1,3,2
1,2,1041,5,6,3,4,2,4,1,3,1
1,2,1041,7,1,3,4,2,4,1,3,2
1,2,1041,7,6,3,4,2,4,1,3,1
2,2,1041,8,17,3,4,2,4,1,3,2
1,2,1041,7,20,3,4,2,4,1,3,2
1,2,1041,8,4,3,4,2,4,1,3,2
2,2,1041,7,15,3,4,2,4,1,3,2
1,1,1041,9,15,3,4,2,4,1,3,2
1,1,1041,9,8,3,4,2,4,1,3,1
1,2,1044,3,6,1,3,3,5,2,3,2
1,2,1044,3,22,1,3,3,5,2,3,1
1,2,1044,3,28,1,3,3,5,2,3,1
1,2,1044,3,21,1,3,3,5,2,3,1
1,2,1044,3,35,1,3,3,5,2,3,1
1,1,1044,4,27,1,3,3,5,2,3,2
1,1,1044,4,36,1,3,3,5,2,3,1
1,1,1044,4,21,1,3,3,5,2,3,1
1,1,1044,4,21,1,3,3,5,2,3,1
1,1,1044,4,11,1,3,3,5,2,3,1
1,1,1044,4,17,1,3,3,5,2,3,1
1,2,1044,3,14,1,3,3,5,2,3,2
1,2,1044,3,19,1,3,3,5,2,3,1
1,2,1044,3,10,1,3,3,5,2,3,1
1,2,1044,3,12,1,3,3,5,2,3,1
1,2,1044,3,29,1,3,3,5,2,3,1
1,2,1044,3,21,1,3,3,5,2,3,1
1,2,1044,3,14,1,3,3,5,2,3,1
1,2,1044,3,7,1,3,3,5,2,3,1
1,2,1044,3,8,1,3,3,5,2,3,1
2,2,1044,3,27,1,3,3,5,2,3,1
1,2,1044,3,14,1,3,3,5,2,3,1
1,2,1044,3,77,1,3,3,5,2,3,1
1,2,1044,3,45,1,3,3,5,2,3,1
1,2,1044,3,32,1,3,3,5,2,3,1
1,2,1044,3,18,1,3,3,5,2,3,1
1,2,1044,3,13,1,3,3,5,2,3,1
1,2,1044,9,13,1,3,3,5,2,3,2
1,2,1044,9,35,1,3,3,5,2,3,1
1,2,1044,3,10,1,3,3,5,2,3,2
1,1,1044,4,42,1,3,3,5,2,3,2
1,1,1044,3,8,1,3,3,5,2,3,2
1,1,1044,3,13,1,3,3,5,2,3,1
1,1,1044,3,11,1,3,3,5,2,3,1
1,1,1044,4,17,1,3,3,5,2,3,2
1,1,1044,4,11,1,3,3,5,2,3,1
1,1,1044,9,18,1,3,3,5,2,3,2
1,1,1044,3,6,1,3,3,5,2,3,2
2,1,1044,9,16,1,3,3,5,2,3,2
1,1,1044,3,18,1,3,3,5,2,3,2
1,1,1044,3,10,1,3,3,5,2,3,1
1,1,1044,3,43,1,3,3,5,2,3,1
1,1,1044,3,14,1,3,3,5,2,3,1
1,1,1044,3,35,1,3,3,5,2,3,1
1,1,1044,3,13,1,3,3,5,2,3,1
1,1,1044,3,22,1,3,3,5,2,3,1
1,1,1044,3,15,1,3,3,5,2,3,1
1,1,1044,3,25,1,3,3,5,2,3,1
1,1,1044,3,19,1,3,3,5,2,3,1
1,1,1044,4,39,1,3,3,5,2,3,2
1,3,1045,9,13,4,2,3,3,1,1,1
1,1,1045,9,5,4,2,3,3,1,1,1
1,1,1045,2,31,4,2,3,3,1,1,2
1,2,1045,9,4,4,2,3,3,1,1,2
2,2,1045,2,15,4,2,3,3,1,1,2
1,3,1045,9,364,4,2,3,3,1,1,2
1,2,1045,1,9,4,2,3,3,1,1,2
1,2,1045,9,19,4,2,3,3,1,1,2
1,2,1045,1,28,4,2,3,3,1,1,2
1,2,1045,9,83,4,2,3,3,1,1,2
1,2,1045,1,18,4,2,3,3,1,1,2
2,2,1045,2,2,4,2,3,3,1,1,2
1,3,1045,2,12,4,2,3,3,1,1,1
1,2,1045,1,7,4,2,3,3,1,1,2
1,2,1045,9,19,4,2,3,3,1,1,2
1,1,1045,1,26,4,2,3,3,1,1,2
1,3,1045,9,13,4,2,3,3,1,1,2
2,1,1045,9,129,4,2,3,3,1,1,1
1,2,1045,9,4,4,2,3,3,1,1,1
1,2,1045,2,11,4,2,3,3,1,1,2
1,2,1045,2,196,4,2,3,3,1,1,1
1,3,1046,5,3,3,4,3,5,1,2,2
2,2,1046,7,13,3,4,3,5,1,2,2
1,3,1046,7,8,3,4,3,5,1,2,1
1,2,1046,7,8,3,4,3,5,1,2,1
1,3,1046,7,5,3,4,3,5,1,2,1
1,3,1046,7,8,3,4,3,5,1,2,1
1,3,1046,7,5,3,4,3,5,1,2,1
1,3,1046,6,7,3,4,3,5,1,2,2
1,3,1046,6,6,3,4,3,5,1,2,1
1,2,1046,6,5,3,4,3,5,1,2,1
1,2,1046,6,2,3,4,3,5,1,2,1
1,3,1046,8,10,3,4,3,5,1,2,2
1,3,1046,6,5,3,4,3,5,1,2,2
1,3,1046,8,6,3,4,3,5,1,2,2
1,3,1046,7,9,3,4,3,5,1,2,2
1,2,1046,8,6,3,4,3,5,1,2,2
1,3,1046,7,8,3,4,3,5,1,2,2
1,2,1046,7,7,3,4,3,5,1,2,1
1,3,1046,7,28,3,4,3,5,1,2,1
1,3,1046,8,7,3,4,3,5,1,2,2
1,3,1046,8,16,3,4,3,5,1,2,1
1,3,1046,8,11,3,4,3,5,1,2,1
1,3,1046,8,8,3,4,3,5,1,2,1
1,3,1046,6,8,3,4,3,5,1,2,2
1,3,1046,8,7,3,4,3,5,1,2,2
1,3,1046,8,7,3,4,3,5,1,2,1
1,3,1046,8,6,3,4,3,5,1,2,1
1,3,1046,8,7,3,4,3,5,1,2,1
1,3,1046,8,7,3,4,3,5,1,2,1
1,3,1046,8,2,3,4,3,5,1,2,1
1,3,1046,8,5,3,4,3,5,1,2,1
1,3,1046,8,12,3,4,3,5,1,2,1
1,3,1046,8,9,3,4,3,5,1,2,1
1,3,1046,8,7,3,4,3,5,1,2,1
1,3,1046,8,7,3,4,3,5,1,2,1
1,3,1046,8,8,3,4,3,5,1,2,1
1,3,1046,8,8,3,4,3,5,1,2,1
1,3,1046,7,7,3,4,3,5,1,2,2
1,3,1046,8,6,3,4,3,5,1,2,2
1,3,1046,8,7,3,4,3,5,1,2,1
1,3,1046,8,6,3,4,3,5,1,2,1
1,3,1046,8,8,3,4,3,5,1,2,1
1,3,1046,8,7,3,4,3,5,1,2,1
1,3,1046,8,7,3,4,3,5,1,2,1
1,3,1046,8,9,3,4,3,5,1,2,1
1,3,1046,8,8,3,4,3,5,1,2,1
1,2,1046,8,6,3,4,3,5,1,2,1
1,3,1046,8,5,3,4,3,5,1,2,1
1,3,1046,8,5,3,4,3,5,1,2,1
2,3,1046,8,6,3,4,3,5,1,2,1
1,3,1046,8,7,3,4,3,5,1,2,1
1,3,1046,8,6,3,4,3,5,1,2,1
1,3,1046,8,7,3,4,3,5,1,2,1
1,3,1046,8,7,3,4,3,5,1,2,1
1,3,1046,8,7,3,4,3,5,1,2,1
1,3,1046,8,7,3,4,3,5,1,2,1
1,3,1046,8,5,3,4,3,5,1,2,1
1,3,1046,8,9,3,4,3,5,1,2,1
1,3,1046,8,12,3,4,3,5,1,2,1
1,3,1046,8,8,3,4,3,5,1,2,1
1,3,1046,8,7,3,4,3,5,1,2,1
1,3,1046,8,8,3,4,3,5,1,2,1
1,3,1046,8,6,3,4,3,5,1,2,1
1,3,1046,8,7,3,4,3,5,1,2,1
1,3,1046,8,8,3,4,3,5,1,2,1
1,3,1046,8,9,3,4,3,5,1,2,1
1,3,1046,7,11,3,4,3,5,1,2,2
1,3,1046,8,8,3,4,3,5,1,2,2
1,3,1046,8,7,3,4,3,5,1,2,1
1,3,1046,8,7,3,4,3,5,1,2,1
1,3,1046,8,7,3,4,3,5,1,2,1
1,3,1046,8,3,3,4,3,5,1,2,1
2,3,1046,8,15,3,4,3,5,1,2,1
1,3,1046,8,9,3,4,3,5,1,2,1
1,3,1046,8,7,3,4,3,5,1,2,1
1,3,1046,8,6,3,4,3,5,1,2,1
1,3,1046,8,6,3,4,3,5,1,2,1
1,3,1046,8,9,3,4,3,5,1,2,1
1,2,1046,8,4,3,4,3,5,1,2,1
1,3,1046,8,8,3,4,3,5,1,2,1
1,3,1046,8,6,3,4,3,5,1,2,1
1,3,1046,8,7,3,4,3,5,1,2,1
1,3,1046,8,10,3,4,3,5,1,2,1
1,2,1046,8,10,3,4,3,5,1,2,1
1,2,1046,8,11,3,4,3,5,1,2,1
1,3,1046,8,8,3,4,3,5,1,2,1
1,2,1046,8,6,3,4,3,5,1,2,1
1,3,1046,8,9,3,4,3,5,1,2,1
1,3,1046,8,6,3,4,3,5,1,2,1
1,3,1046,8,7,3,4,3,5,1,2,1
1,2,1046,8,5,3,4,3,5,1,2,1
1,2,1046,8,6,3,4,3,5,1,2,1
1,3,1046,8,11,3,4,3,5,1,2,1
1,2,1046,8,4,3,4,3,5,1,2,1
1,2,1046,8,8,3,4,3,5,1,2,1
1,2,1046,8,5,3,4,3,5,1,2,1
1,2,1046,8,8,3,4,3,5,1,2,1
1,3,1046,8,6,3,4,3,5,1,2,1
1,3,1046,8,10,3,4,3,5,1,2,1
1,2,1046,7,6,3,4,3,5,1,2,2
1,3,1046,8,7,3,4,3,5,1,2,2
1,2,1046,7,8,3,4,3,5,1,2,2
1,3,1046,8,7,3,4,3,5,1,2,2
1,2,1046,7,6,3,4,3,5,1,2,2
1,2,1046,7,10,3,4,3,5,1,2,1
1,2,1046,7,19,3,4,3,5,1,2,1
1,3,1046,8,5,3,4,3,5,1,2,2
1,3,1046,8,7,3,4,3,5,1,2,1
1,3,1046,8,18,3,4,3,5,1,2,1
1,2,1046,8,7,3,4,3,5,1,2,1
1,3,1046,8,7,3,4,3,5,1,2,1
1,2,1046,8,7,3,4,3,5,1,2,1
1,2,1046,8,6,3,4,3,5,1,2,1
1,3,1046,8,4,3,4,3,5,1,2,1
1,3,1046,8,9,3,4,3,5,1,2,1
1,3,1046,8,6,3,4,3,5,1,2,1
1,3,1046,8,13,3,4,3,5,1,2,1
1,3,1046,8,11,3,4,3,5,1,2,1
1,3,1046,8,5,3,4,3,5,1,2,1
1,3,1046,8,16,3,4,3,5,1,2,1
1,3,1046,8,7,3,4,3,5,1,2,1
1,3,1046,8,7,3,4,3,5,1,2,1
1,3,1046,8,25,3,4,3,5,1,2,1
1,3,1046,8,13,3,4,3,5,1,2,1
1,3,1046,8,8,3,4,3,5,1,2,1
1,3,1046,8,9,3,4,3,5,1,2,1
1,2,1046,8,6,3,4,3,5,1,2,1
1,3,1046,8,14,3,4,3,5,1,2,1
1,3,1046,8,21,3,4,3,5,1,2,1
1,2,1046,8,37,3,4,3,5,1,2,1
1,3,1046,8,11,3,4,3,5,1,2,1
1,3,1046,8,6,3,4,3,5,1,2,1
1,2,1046,8,6,3,4,3,5,1,2,1
1,2,1049,2,5,2,3,3,2,4,1,2
2,2,1049,2,7,2,3,3,2,4,1,1
1,3,1049,5,4,2,3,3,2,4,1,2
2,2,1049,5,5,2,3,3,2,4,1,1
1,2,1049,6,7,2,3,3,2,4,1,2
2,2,1049,6,1,2,3,3,2,4,1,1
1,2,1049,6,13,2,3,3,2,4,1,1
1,2,1049,3,6,2,3,3,2,4,1,2
1,2,1049,8,7,2,3,3,2,4,1,2
1,2,1049,6,5,2,3,3,2,4,1,2
2,2,1049,5,7,2,3,3,2,4,1,2
2,2,1049,7,7,2,3,3,2,4,1,2
2,2,1049,8,8,2,3,3,2,4,1,2
2,2,1049,8,22,2,3,3,2,4,1,1
1,2,1049,9,22,2,3,3,2,4,1,2
1,2,1049,2,9,2,3,3,2,4,1,2
1,2,1049,9,1,2,3,3,2,4,1,2
1,2,1049,9,14,2,3,3,2,4,1,1
1,2,1049,9,3,2,3,3,2,4,1,1
2,2,1049,8,7,2,3,3,2,4,1,2
2,2,1049,8,2,2,3,3,2,4,1,1
1,2,1049,2,10,2,3,3,2,4,1,2
2,2,1049,8,10,2,3,3,2,4,1,2
2,3,1049,8,9,2,3,3,2,4,1,1
1,2,1049,9,5,2,3,3,2,4,1,2
1,2,1049,2,2,2,3,3,2,4,1,2
2,2,1049,8,18,2,3,3,2,4,1,2
1,2,1049,2,2,2,3,3,2,4,1,2
1,2,1049,9,5,2,3,3,2,4,1,2
1,2,1049,9,7,2,3,3,2,4,1,1
1,2,1049,9,7,2,3,3,2,4,1,1
1,1,1049,9,4,2,3,3,2,4,1,1
1,2,1049,2,13,2,3,3,2,4,1,2
1,2,1049,9,8,2,3,3,2,4,1,2
1,2,1049,2,5,2,3,3,2,4,1,2
1,2,1049,2,5,2,3,3,2,4,1,1
1,2,1049,2,5,2,3,3,2,4,1,1
1,2,1049,9,9,2,3,3,2,4,1,2
1,2,1049,8,3,2,3,3,2,4,1,2
1,2,1049,6,8,2,3,3,2,4,1,2
1,2,1049,8,7,2,3,3,2,4,1,2
1,2,1049,8,7,2,3,3,2,4,1,1
1,2,1049,8,24,2,3,3,2,4,1,1
1,2,1049,8,4,2,3,3,2,4,1,1
1,2,1049,9,13,2,3,3,2,4,1,2
1,2,1049,9,5,2,3,3,2,4,1,1
1,2,1049,9,4,2,3,3,2,4,1,1
1,2,1049,9,5,2,3,3,2,4,1,1
1,2,1049,9,6,2,3,3,2,4,1,1
1,2,1049,8,9,2,3,3,2,4,1,2
1,2,1049,9,8,2,3,3,2,4,1,2
1,2,1049,9,11,2,3,3,2,4,1,1
1,2,1049,9,9,2,3,3,2,4,1,1
1,2,1049,2,8,2,3,3,2,4,1,2
1,2,1049,5,9,2,3,3,2,4,1,2
1,2,1049,9,8,2,3,3,2,4,1,2
1,2,1049,2,11,2,3,3,2,4,1,2
1,2,1049,9,5,2,3,3,2,4,1,2
1,2,1049,2,5,2,3,3,2,4,1,2
1,2,1049,2,12,2,3,3,2,4,1,1
1,2,1049,2,14,2,3,3,2,4,1,1
1,2,1049,2,9,2,3,3,2,4,1,1
1,2,1049,2,8,2,3,3,2,4,1,1
1,2,1049,2,15,2,3,3,2,4,1,1
1,2,1049,2,21,2,3,3,2,4,1,1
1,2,1049,2,6,2,3,3,2,4,1,1
1,2,1049,2,8,2,3,3,2,4,1,1
1,2,1049,9,12,2,3,3,2,4,1,2
1,2,1049,3,8,2,3,3,2,4,1,2
1,2,1049,2,7,2,3,3,2,4,1,2
1,2,1049,8,8,2,3,3,2,4,1,2
1,2,1049,2,7,2,3,3,2,4,1,2
1,2,1049,2,7,2,3,3,2,4,1,1
1,2,1049,8,14,2,3,3,2,4,1,2
1,2,1049,2,10,2,3,3,2,4,1,2
1,2,1049,2,4,2,3,3,2,4,1,1
1,2,1049,2,7,2,3,3,2,4,1,1
1,2,1049,2,10,2,3,3,2,4,1,1
1,2,1049,9,8,2,3,3,2,4,1,2
1,2,1049,9,11,2,3,3,2,4,1,1
1,1,1049,9,4,2,3,3,2,4,1,1
1,2,1049,9,8,2,3,3,2,4,1,1
1,2,1049,9,5,2,3,3,2,4,1,1
1,2,1049,9,9,2,3,3,2,4,1,1
1,2,1049,9,9,2,3,3,2,4,1,1
1,2,1049,9,11,2,3,3,2,4,1,1
1,2,1049,9,8,2,3,3,2,4,1,1
1,2,1049,9,9,2,3,3,2,4,1,1
1,1,1049,2,11,2,3,3,2,4,1,2
1,1,1049,9,11,2,3,3,2,4,1,2
1,1,1049,2,3,2,3,3,2,4,1,2
1,1,1049,2,8,2,3,3,2,4,1,1
1,1,1049,2,5,2,3,3,2,4,1,1
1,1,1049,2,9,2,3,3,2,4,1,1
1,1,1049,2,8,2,3,3,2,4,1,1
1,1,1049,2,21,2,3,3,2,4,1,1
1,1,1049,2,9,2,3,3,2,4,1,1
1,1,1049,2,16,2,3,3,2,4,1,1
1,1,1049,2,4,2,3,3,2,4,1,1
1,1,1049,2,7,2,3,3,2,4,1,1
1,1,1049,2,11,2,3,3,2,4,1,1
1,1,1049,2,4,2,3,3,2,4,1,1
1,1,1049,2,10,2,3,3,2,4,1,1
1,1,1049,9,3,2,3,3,2,4,1,2
1,1,1049,2,15,2,3,3,2,4,1,2
1,1,1049,2,7,2,3,3,2,4,1,1
1,2,1049,9,5,2,3,3,2,4,1,2
1,2,1049,2,4,2,3,3,2,4,1,2
1,1,1049,2,4,2,3,3,2,4,1,1
2,1,1049,2,6,2,3,3,2,4,1,1
2,1,1049,2,5,2,3,3,2,4,1,1
1,1,1049,2,7,2,3,3,2,4,1,1
1,1,1049,2,6,2,3,3,2,4,1,1
1,1,1049,2,6,2,3,3,2,4,1,1
1,1,1049,2,3,2,3,3,2,4,1,1
1,1,1049,2,7,2,3,3,2,4,1,1
2,1,1049,2,14,2,3,3,2,4,1,1
1,1,1049,2,8,2,3,3,2,4,1,1
1,1,1049,2,9,2,3,3,2,4,1,1
1,1,1049,2,10,2,3,3,2,4,1,1
1,1,1049,2,7,2,3,3,2,4,1,1
1,2,1049,8,5,2,3,3,2,4,1,2
1,1,1049,2,11,2,3,3,2,4,1,2
1,1,1049,2,4,2,3,3,2,4,1,1
1,1,1049,2,10,2,3,3,2,4,1,1
1,1,1049,2,7,2,3,3,2,4,1,1
1,2,1049,8,5,2,3,3,2,4,1,2
1,1,1049,2,8,2,3,3,2,4,1,2
1,1,1049,2,4,2,3,3,2,4,1,1
1,1,1049,2,3,2,3,3,2,4,1,1
1,1,1049,2,7,2,3,3,2,4,1,1
1,2,1050,8,15,4,3,1,1,2,3,2
1,2,1050,8,9,4,3,1,1,2,3,1
1,3,1050,9,124,4,3,1,1,2,3,2
1,2,1050,8,17,4,3,1,1,2,3,2
1,2,1050,6,18,4,3,1,1,2,3,2
1,2,1050,6,9,4,3,1,1,2,3,1
2,1,1050,2,12,4,3,1,1,2,3,2
1,3,1050,8,3,4,3,1,1,2,3,2
3,2,1050,2,7,4,3,1,1,2,3,2
1,2,1050,9,2,4,3,1,1,2,3,2
3,1,1050,2,3,4,3,1,1,2,3,2
1,1,1050,2,11,4,3,1,1,2,3,1
1,2,1050,2,22,4,3,1,1,2,3,1
1,2,1050,8,34,4,3,1,1,2,3,2
1,2,1050,2,39,4,3,1,1,2,3,2
1,2,1050,2,43,4,3,1,1,2,3,1
1,1,1050,2,43,4,3,1,1,2,3,1
1,2,1050,2,72,4,3,1,1,2,3,1
1,3,1050,2,29,4,3,1,1,2,3,1
1,2,1050,8,29,4,3,1,1,2,3,2
1,2,1050,9,14,4,3,1,1,2,3,2
1,2,1050,2,42,4,3,1,1,2,3,2
1,2,1050,2,41,4,3,1,1,2,3,1
1,2,1050,6,1,4,3,1,1,2,3,2
1,2,1050,2,12,4,3,1,1,2,3,2
2,2,1050,4,12,4,3,1,1,2,3,2
2,2,1050,3,12,4,3,1,1,2,3,2
2,2,1050,3,63,4,3,1,1,2,3,1
1,2,1050,9,39,4,3,1,1,2,3,2
1,3,1050,9,23,4,3,1,1,2,3,1
1,2,1050,9,6,4,3,1,1,2,3,1
1,2,1050,2,22,4,3,1,1,2,3,2
1,2,1050,8,32,4,3,1,1,2,3,2
1,3,1050,9,8,4,3,1,1,2,3,2
1,2,1050,9,3,4,3,1,1,2,3,1
1,1,1050,3,80,4,3,1,1,2,3,2
1,2,1050,9,3,4,3,1,1,2,3,2
1,2,1050,9,40,4,3,1,1,2,3,1
1,2,1050,2,6,4,3,1,1,2,3,2
1,2,1050,2,1,4,3,1,1,2,3,1
2,2,1050,2,14,4,3,1,1,2,3,1
3,2,1050,1,14,4,3,1,1,2,3,2
2,2,1054,1,4,3,1,4,5,2,3,1
2,2,1054,1,7,3,1,4,5,2,3,1
1,2,1054,1,10,3,1,4,5,2,3,1
1,3,1054,1,1,3,1,4,5,2,3,1
3,2,1054,1,22,3,1,4,5,2,3,1
2,2,1054,1,23,3,1,4,5,2,3,1
1,3,1054,1,5,3,1,4,5,2,3,1
2,2,1054,1,9,3,1,4,5,2,3,1
1,2,1054,1,4,3,1,4,5,2,3,1
2,2,1054,1,5,3,1,4,5,2,3,1
1,2,1054,1,13,3,1,4,5,2,3,1
1,2,1054,1,5,3,1,4,5,2,3,1
2,3,1054,1,17,3,1,4,5,2,3,1
1,2,1054,8,24,3,1,4,5,2,3,2
2,2,1054,1,8,3,1,4,5,2,3,2
1,2,1054,1,4,3,1,4,5,2,3,1
3,2,1054,1,6,3,1,4,5,2,3,1
3,2,1054,1,12,3,1,4,5,2,3,1
3,2,1054,1,17,3,1,4,5,2,3,1
1,3,1054,1,18,3,1,4,5,2,3,1
1,3,1054,1,9,3,1,4,5,2,3,1
1,3,1054,1,7,3,1,4,5,2,3,1
1,3,1054,1,20,3,1,4,5,2,3,1
1,2,1054,1,6,3,1,4,5,2,3,1
2,3,1054,1,8,3,1,4,5,2,3,1
2,2,1054,1,33,3,1,4,5,2,3,1
1,3,1054,1,25,3,1,4,5,2,3,1
1,3,1054,1,1,3,1,4,5,2,3,1
3,2,1054,1,11,3,1,4,5,2,3,1
1,2,1054,1,12,3,1,4,5,2,3,1
1,2,1054,1,7,3,1,4,5,2,3,1
1,2,1054,1,7,3,1,4,5,2,3,1
1,3,1054,1,23,3,1,4,5,2,3,1
2,2,1054,1,4,3,1,4,5,2,3,1
2,2,1054,1,15,3,1,4,5,2,3,1
2,2,1054,1,4,3,1,4,5,2,3,1
1,3,1054,1,2,3,1,4,5,2,3,1
3,2,1054,1,15,3,1,4,5,2,3,1
1,2,1054,1,5,3,1,4,5,2,3,1
2,2,1054,1,5,3,1,4,5,2,3,1
3,2,1054,1,1,3,1,4,5,2,3,1
3,2,1054,1,19,3,1,4,5,2,3,1
2,2,1054,1,1,3,1,4,5,2,3,1
3,2,1054,1,7,3,1,4,5,2,3,1
1,1,1054,8,3,3,1,4,5,2,3,2
3,2,1054,1,3,3,1,4,5,2,3,2
2,2,1054,1,23,3,1,4,5,2,3,1
3,2,1054,1,33,3,1,4,5,2,3,1
1,2,1054,1,2,3,1,4,5,2,3,1
3,2,1054,1,29,3,1,4,5,2,3,1
3,2,1054,1,51,3,1,4,5,2,3,1
1,2,1054,1,2,3,1,4,5,2,3,1
3,2,1054,1,3,3,1,4,5,2,3,1
3,2,1054,1,3,3,1,4,5,2,3,1
3,2,1054,1,8,3,1,4,5,2,3,1
1,2,1054,1,1,3,1,4,5,2,3,1
3,2,1054,1,13,3,1,4,5,2,3,1
1,2,1054,1,3,3,1,4,5,2,3,1
3,2,1054,1,5,3,1,4,5,2,3,1
3,2,1054,1,2,3,1,4,5,2,3,1
1,3,1056,9,29,4,2,1,3,2,1,1
1,3,1056,1,5,4,2,1,3,2,1,2
1,2,1056,3,9,4,2,1,3,2,1,2
1,2,1056,3,7,4,2,1,3,2,1,1
1,2,1056,7,7,4,2,1,3,2,1,2
1,2,1056,7,8,4,2,1,3,2,1,1
1,2,1056,1,21,4,2,1,3,2,1,2
1,3,1056,1,21,4,2,1,3,2,1,1
1,3,1056,1,7,4,2,1,3,2,1,1
1,2,1056,7,14,4,2,1,3,2,1,2
1,3,1056,1,14,4,2,1,3,2,1,2
1,3,1056,1,11,4,2,1,3,2,1,1
1,3,1056,2,3,4,2,1,3,2,1,2
1,3,1056,2,13,4,2,1,3,2,1,1
1,2,1056,9,8,4,2,1,3,2,1,2
1,3,1056,8,6,4,2,1,3,2,1,2
1,3,1056,7,41,4,2,1,3,2,1,2
1,3,1056,9,6,4,2,1,3,2,1,2
1,3,1056,7,14,4,2,1,3,2,1,2
1,2,1056,1,15,4,2,1,3,2,1,2
1,1,1056,4,10,4,2,1,3,2,1,2
1,2,1056,2,13,4,2,1,3,2,1,2
1,3,1056,1,14,4,2,1,3,2,1,2
1,3,1056,2,21,4,2,1,3,2,1,2
1,3,1056,7,8,4,2,1,3,2,1,2
1,3,1056,1,20,4,2,1,3,2,1,2
1,3,1056,7,3,4,2,1,3,2,1,2
2,2,1056,1,5,4,2,1,3,2,1,2
2,2,1056,1,4,4,2,1,3,2,1,1
2,3,1056,1,5,4,2,1,3,2,1,1
1,3,1056,7,5,4,2,1,3,2,1,2
1,3,1056,7,16,4,2,1,3,2,1,1
1,3,1056,7,7,4,2,1,3,2,1,1
1,3,1056,1,41,4,2,1,3,2,1,2
1,3,1056,7,3,4,2,1,3,2,1,2
3,2,1056,1,49,4,2,1,3,2,1,2
1,2,1056,9,14,4,2,1,3,2,1,2
1,3,1056,7,11,4,2,1,3,2,1,2
1,2,1056,3,38,4,2,1,3,2,1,2
1,3,1056,7,4,4,2,1,3,2,1,2
1,2,1056,3,17,4,2,1,3,2,1,2
1,3,1056,7,47,4,2,1,3,2,1,2
1,2,1056,3,6,4,2,1,3,2,1,2
1,3,1056,8,14,4,2,1,3,2,1,2
1,3,1056,5,7,4,2,1,3,2,1,2
1,2,1056,1,17,4,2,1,3,2,1,2
1,2,1056,9,6,4,2,1,3,2,1,2
1,2,1056,9,22,4,2,1,3,2,1,1
1,3,1056,1,16,4,2,1,3,2,1,2
1,2,1056,9,3,4,2,1,3,2,1,2
1,3,1056,1,8,4,2,1,3,2,1,2
1,2,1056,1,7,4,2,1,3,2,1,1
1,2,1056,1,7,4,2,1,3,2,1,1
1,1,1056,3,22,4,2,1,3,2,1,2
1,2,1056,7,13,4,2,1,3,2,1,2
1,1,1056,4,37,4,2,1,3,2,1,2
1,2,1056,9,6,4,2,1,3,2,1,2
